name, created_at, deposit_signature, withdraw_signature, proxy_contract, stake_token
address.dapp.balancer_14, None, None, None, 0x622a71fdae6428d015052cf991816f70bb6a4a01,
address.dapp.balancer_15, None, None, None, 0x9891832633a83634765952b051bc7fef36714a46,
address.dapp.balancer_16, None, None, None, 0x64cd4c11b70f0ad9dccdf873a51e7f278b7fed0a,
address.dapp.balancer_17, None, None, None, 0xc7296300cb533dc8e43c48d73e32c588b47396d4,
address.dapp.balancer_18, None, None, None, 0x39ee0f29253017d69909b7286caf8c080e9d6da2,
address.dapp.balancer_19, None, None, None, 0x24f598f7df68f663bcac6f94bec005a48570d7a4,
address.dapp.balancer_20, None, None, None, 0xa29f5e42760aa987214844e5db9ac4a8e16ca969,
address.dapp.balancer_21, None, None, None, 0xbc1902b1a219930c06361b07d57c6312fc7b10c6,
address.dapp.balancer_22, None, None, None, 0xa8e4faa056c7f1c41f5838a896daa091dea93901,
address.dapp.balancer_23, None, None, None, 0x70f1c87b22d7371c68e3ea64870833a2a64cf8b3,
address.dapp.balancer_24, None, None, None, 0x247ff2b322df7439b78898375be7cdadca11cf17,
address.dapp.balancer_25, None, None, None, 0xd4dbf96db2fdf8ed40296d8d104b371adf7dee12,
address.dapp.balancer_26, None, None, None, 0xec577a919fca1b682f584a50b1048331ef0f30dd,
address.dapp.balancer_27, None, None, None, 0x07d13ed39ee291c1506675ff42f9b2b6b50e2d3e,
address.dapp.balancer_28, None, None, None, 0x75286e183d923a5f52f52be205e358c5c9101b09,
address.dapp.balancer_29, None, None, None, 0xa74485e5f668bba37b5c044c386b363f4cbd7c8c,
address.dapp.balancer_30, None, None, None, 0xc6bda8d5efce03ff3683da33e4527115f2b16e00,
address.dapp.balancer_31, None, None, None, 0xf39fd81657e605711e70ec2bfdc7f7d03a3ebd96,
address.dapp.balancer_32, None, None, None, 0x6c791b12dfa67b4e2dabe8eb17d74d55fb050619,
address.dapp.balancer_33, None, None, None, 0x172bf7381a344453184f62a82c4aa78cec56cc2b,
address.dapp.balancer_34, None, None, None, 0x254d519110d215fb657c621afc7d4b76ce2c0265,
address.dapp.balancer_35, None, None, None, 0x9b208194acc0a8ccb2a8dcafeacfbb7dcc093f81,
address.dapp.balancer_36, None, None, None, 0x7cd6ce221319c4e40b5e312f33ed6045c4af4522,
address.dapp.balancer_37, None, None, None, 0x205a3d05be3da2d64b3ec30aeedb5ff4612b9e1a,
address.dapp.balancer_38, None, None, None, 0xc11b328adb61c45bfef1d5e3cd544639c12034ba,
address.dapp.balancer_39, None, None, None, 0x21e8b2aafba041287ac3021c2a44aaabb3cae49c,
address.dapp.balancer_40, None, None, None, 0x0481d726c3d25250a8963221945ed93b8a5315a9,
address.dapp.balancer_41, None, None, None, 0x10fd0adaf5de39ddd81165d770367fde8883157d,
address.dapp.balancer_42, None, None, None, 0xb6f10037acbf7012860b658fbfc35aa55d8de883,
address.dapp.balancer_43, None, None, None, 0x5995858addc1be7dfeda1bbb1162cfcd714790f7,
address.dapp.balancer_44, None, None, None, 0x7523e9b1548dd5835613527f10b5c1bd50e97895,
address.dapp.balancer_45, None, None, None, 0x2dbd24322757d2e28de4230b1ca5b88e49a76979,
address.dapp.balancer_46, None, None, None, 0x6af60fde043bebb5e1eb6b51b36cc91fb21d5fdc,
address.dapp.balancer_47, None, None, None, 0x8f44990d76ca83c96d71a1773a8e76396e055fbb,
address.dapp.balancer_48, None, None, None, 0xcf6a51106f1ab4889a462c34cf31933ed5298df3,
address.dapp.balancer_49, None, None, None, 0xeba4dd6771c3e8ba3f168e47d052819abcc87cb2,
address.dapp.balancer_50, None, None, None, 0xd6f0d319b2cce75123bf63e2c2bd8ba1f7d6b37a,
address.dapp.balancer_51, None, None, None, 0x2a498804b8ee42ef7b773646a7e70ad6b19dfc28,
address.dapp.balancer_52, None, None, None, 0x5470d48cbbb8d7729208717f7bbf8a961cfb7cbb,
address.dapp.balancer_53, None, None, None, 0x59651fb8102cd999168cd7593625b767d9e50a25,
address.dapp.balancer_54, None, None, None, 0x12d6b6e24fdd9849abd42afd8f5775d36084a828,
address.dapp.balancer_55, None, None, None, 0x7f3bc8cc642fb8633ef58560802643935f8b3682,
address.dapp.balancer_56, None, None, None, 0x1b09173a0ffbad1cb7670b1a640013c0facfb71f,
address.dapp.balancer_57, None, None, None, 0x6cff7b12a9e3481b70d1c1a6e70ee674f5b9906b,
address.dapp.balancer_58, None, None, None, 0x15af586099caaf270765ee410a15809855510970,
address.dapp.balancer_59, None, None, None, 0xd3d8f65ecd0b6917cb1543cbeb1cc920ce0c769c,
address.dapp.balancer_60, None, None, None, 0xc0b2b0c5376cb2e6f73b473a7caa341542f707ce,
address.dapp.balancer_61, None, None, None, 0x4b47b11c353f0056c73a87fefccb6c43dc0d8065,
address.dapp.balancer_62, None, None, None, 0x510432e28fa9fe26df6c505104d1d66ff1f66839,
address.dapp.balancer_63, None, None, None, 0xa71f8151661c98678d89a4a463629ff7dd030c3b,
address.dapp.balancer_64, None, None, None, 0x364b12e8f821edd4a8d7bc3ad545e4021ef2afe6,
address.dapp.balancer_65, None, None, None, 0xf218fe414c6b1c6b42e79b7690f1509a634baad5,
address.dapp.balancer_66, None, None, None, 0xd3891ffc9cc5e64859c4ef08d0b86043b4473622,
address.dapp.balancer_67, None, None, None, 0x2feb4a6322432cbe44dc54a4959ac141ece53d7c,
address.dapp.balancer_68, None, None, None, 0x60e6b01456fc55de0d893487c7c9cd0851c97064,
address.dapp.balancer_69, None, None, None, 0x5dab55b276301951a6efd857be05a82b018c3196,
address.dapp.balancer_70, None, None, None, 0x09574f862d32794b8636cfb9c98e6597be049c4b,
address.dapp.balancer_71, None, None, None, 0x585846fafae6740c2dc68c64f8c6b32a77c1cc94,
address.dapp.balancer_72, None, None, None, 0xa8501eae18f4ec4d27063a659873c9f88726ec3b,
address.dapp.balancer_73, None, None, None, 0x19d80a0bcb6c8a1394fd70e6cc94caef484b33d0,
address.dapp.balancer_74, None, None, None, 0x69306157a2191ede35cbb9c4aac72a112b5557c4,
address.dapp.balancer_75, None, None, None, 0xa1eda8392ea716392449d934b0bdef62e8a0cf17,
address.dapp.balancer_76, None, None, None, 0x05e671f4c857d02f42d837e64e6ec50b27819261,
address.dapp.balancer_77, None, None, None, 0x59aa46d40b9c29fe1c34c1d8172be21aad9df836,
address.dapp.balancer_78, None, None, None, 0xbfea5c03d6bf37bd5581d54dbe120548d1b28061,
address.dapp.balancer_79, None, None, None, 0xc3f1f6d583fa0465e7433b5f9f05fee401e41ad2,
address.dapp.balancer_80, None, None, None, 0xc79afb3e059c5546f0dcd2114f91c26ef6eb1300,
address.dapp.balancer_81, None, None, None, 0x8dea3d0c882fb30c47e478aa1d1885de68b9978d,
address.dapp.balancer_82, None, None, None, 0x0e511aa1a137aad267dfe3a6bfca0b856c1a3682,
address.dapp.balancer_83, None, None, None, 0xc88b0e9cbfdffc1ceac078321442d546874eb3ef,
address.dapp.balancer_84, None, None, None, 0xcf714cb20d1cfca84631ecfd9031dd1b840dd436,
address.dapp.balancer_85, None, None, None, 0x6c0ce6e21accb5c113811801924de088bdbb45d1,
address.dapp.balancer_86, None, None, None, 0xe3bdae21c5afc2dd0d58bdc2324e5ac3c8801f40,
address.dapp.balancer_87, None, None, None, 0x141aed475ddce4ff5f8c01d14efd746a6ec74ca5,
address.dapp.balancer_88, None, None, None, 0x47a89dbe876ffa34580c86b891e21648130f58b9,
address.dapp.balancer_89, None, None, None, 0xba95fa2b47de4c971209aec5874c8204a3721e98,
address.dapp.balancer_90, None, None, None, 0x7f68b30dda38ecb8ae9a20cfd1f6404e6fd71076,
address.dapp.balancer_91, None, None, None, 0x52d71dd8f0a0c1902c1d37aebbcd53b6b7c8ab11,
address.dapp.balancer_92, None, None, None, 0x5bdb3f25e8471ed14506625f4391ac447135157c,
address.dapp.balancer_93, None, None, None, 0x10d52b29aba090870661f1715138e3718e7b39ba,
address.dapp.balancer_94, None, None, None, 0xe45470787722093be1cbff844cca530f37e020f5,
address.dapp.balancer_95, None, None, None, 0xc1fe5ef78707148f8bad18e5b8fccaef985e62f1,
address.dapp.balancer_96, None, None, None, 0x9457facebbe9a8730684f511bdcca760879411f2,
address.dapp.balancer_97, None, None, None, 0x9a01a227d7a6b6f0a821abcce7c4415abeea90a0,
address.dapp.balancer_98, None, None, None, 0x02a12d8b568e4b79569020080914f5c12d5b34b8,
address.dapp.balancer_99, None, None, None, 0x83fe751008d89244daab1338d9ca946ecad3b836,
address.dapp.groprotocol_0, None, None, None, 0xf0a93d4994b3d98fb5e3a2f90dbc2d69073cb86b,
address.dapp.groprotocol_1, None, None, None, 0x3adb04e127b9c0a5d36094125669d4603ac52a0c,
address.dapp.groprotocol_2, None, None, None, 0x3ec8798b81485a254928b70cda1cf0a2bb0b74d7,
address.dapp.groprotocol_3, None, None, None, 0xcc5c60a319d33810b9eab9764717eef84defb8f4,
address.dapp.groprotocol_4, None, None, None, 0x8a070363f6db6a74caaf486dde6da013e5cd050e,
address.dapp.groprotocol_5, None, None, None, 0x2344dba0a1de9acf22b7c9936c6693f20b953444,
address.dapp.groprotocol_6, None, None, None, 0x167bcca89b1527e015b8aad7bd6130707922a99a,
address.dapp.groprotocol_7, None, None, None, 0xf67a426e110c74c566174a37c9269780fb48096d,
address.dapp.groprotocol_8, None, None, None, 0x5d3ab53b6b66f86bbfabc2a58c0f26ea7dfb8126,
address.dapp.groprotocol_9, None, None, None, 0xbf8c81b2977b10f13a4ac542e72969a6e123f5fe,
address.dapp.groprotocol_10, None, None, None, 0xb7207ea9446dca1dec1c1fc93c6fcdf8b4a44f40,
address.dapp.groprotocol_11, None, None, None, 0x641befa4db601578a64f0fc1f4e89e9869268fe7,
address.dapp.groprotocol_12, None, None, None, 0xc535cfe245d8f969e647b3dd8be1255ec076ee76,
address.dapp.groprotocol_13, None, None, None, 0x1aebe9147766936906ab56ec0693306da3539824,
address.dapp.groprotocol_14, None, None, None, 0xa28693bf01dc261887b238646bb9636cb3a3730b,
address.dapp.groprotocol_15, None, None, None, 0x001c249c09090d79dc350a286247479f08c7aad7,
address.dapp.groprotocol_16, None, None, None, 0xef10eac205817a88c6d504d02481053e85a8f927,
address.dapp.groprotocol_17, None, None, None, 0x6b1bff72f00cc147b5dc7a5b156fe7a6fd206dda,
address.dapp.groprotocol_18, None, None, None, 0xb2a54e5820683e48b2e255d66aedd02908fb544d,
address.dapp.groprotocol_19, None, None, None, 0x3ec8798b81485a254928b70cda1cf0a2bb0b74d7,
address.dapp.groprotocol_20, None, None, None, 0x3adb04e127b9c0a5d36094125669d4603ac52a0c,
address.dapp.groprotocol_21, None, None, None, 0x277947d84a2ec370a636683799351acef97fec60,
address.dapp.groprotocol_22, None, None, None, 0x277947d84a2ec370a636683799351acef97fec60,
address.dapp.groprotocol_23, None, None, None, 0x6a01bc748d71489372bd8fb743b23f63d99aac85,
address.dapp.groprotocol_24, None, None, None, 0x9b2688da7d80641f6e46a76889ea7f8b59771724,
address.dapp.groprotocol_25, None, None, None, 0x6419cb544878e8c4faa5eaf22d59d4a96e5f12fa,
address.dapp.groprotocol_26, None, None, None, 0x03b298d27b0426758cb70c4add6523927bd7cc8e,
address.dapp.groprotocol_27, None, None, None, 0x9cd696a225d7a3c9ce1ed71f5bdb031234a86d79,
address.dapp.radar-staking_0, None, None, None, 0x990d156d511d0493a0b7c32d1af97e0c9e352acd, 0x990d156d511d0493a0b7c32d1af97e0c9e352acd
address.dapp.idle_0, None, None, None, 0x3fe7940616e5bc47b0775a0dccf6237893353bb4,
address.dapp.idle_1, None, None, None, 0x5274891bec421b39d23760c04a6755ecb444797c,
address.dapp.idle_2, None, None, None, 0xf34842d05a1c888ca02769a633df37177415c2f8,
address.dapp.idle_3, None, None, None, 0xf52cdcd458bf455aed77751743180ec4a595fd3f,
address.dapp.idle_4, None, None, None, 0xc278041fdd8249fe4c1aad1193876857eea3d68c,
address.dapp.idle_5, None, None, None, 0x8c81121b15197fa0eeaee1dc75533419dcfd3151,
address.dapp.idle_6, None, None, None, 0xa14ea0e11121e6e951e87c66afe460a00bcd6a16,
address.dapp.idle_7, None, None, None, 0x3391bc034f2935ef0e1e41619445f998b2680d35,
address.dapp.idle_8, None, None, None, 0x28fac5334c9f7262b3a3fe707e250e01053e07b5,
address.dapp.zunami_0, None, None, None, 0x2ffcc661011bec72e1a9524e12060983e74d14ce, 0x2ffcc661011bec72e1a9524e12060983e74d14ce
address.dapp.synapse_0, None, None, None, 0x0f2d719407fdbeff09d87557abb7232601fd9f29, 0x0f2d719407fdbeff09d87557abb7232601fd9f29
address.dapp.synapse_1, None, None, None, 0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,
address.dapp.synapse_2, None, None, None, 0x2796317b0ff8538f253012862c06787adfb8ceb6,
address.dapp.synapse_3, None, None, None, 0xd10ef2a513cee0db54e959ef16cac711470b62cf,
address.dapp.synapse_4, None, None, None, 0xa2569370a9d4841c9a62fc51269110f2eb7e0171,
address.dapp.reentrancy_0, None, None, None, 0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f,
address.dapp.reentrancy_1, None, None, None, 0xd6c58d9a2686f53f5fadcb45b5b102cca3c0560e,
address.dapp.convex_0, None, None, None, 0xf403c135812408bfbe8713b5a23a04b3d48aae31,
address.dapp.convex_1, None, None, None, 0x989aeb4d175e16225e39e87d0d97a3360524ad80,
address.dapp.convex_2, None, None, None, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,
address.dapp.convex_3, None, None, None, 0x62b9c7356a2dc64a1969e19c23e4f579f9810aa7,
address.dapp.convex_4, None, None, None, 0x8014595f2ab54cd7c604b00e9fb932176fdc86ae,
address.dapp.convex_5, None, None, None, 0xedccb35798fae4925718a43cc608ae136208aa8d,
address.dapp.convex_6, None, None, None, 0x3c995e43e6ddd551e226f4c5544c77bfed147ab9,
address.dapp.convex_7, None, None, None, 0x877288c4e6eba4f635ba7428706447353b47de75,
address.dapp.convex_8, None, None, None, 0xcf50b810e57ac33b91dcf525c6ddd9881b139332,
address.dapp.convex_9, None, None, None, 0x3fe65692bfcd0e6cf84cb1e7d24108e434a7587e,
address.dapp.convex_10, None, None, None, 0x3b2d30734491ad77880d31e8afe2a4d8ac135a9c,
address.dapp.convex_11, None, None, None, 0x25e12482a25cf36ec70fda2a09c1ed077fc21616,
address.dapp.convex_12, None, None, None, 0x5f465e9fcffc217c5849906216581a657cd60605,
address.dapp.convex_13, None, None, None, 0xe98984ad858075813ada4261af47e68a64e28fcc,
address.dapp.convex_14, None, None, None, 0xa1bc2cf69d474b39b91665e24e7f2606ed142991,
address.dapp.convex_15, None, None, None, 0x2e088a0a19dda628b4304301d1ea70b114e4accd,
address.dapp.convex_16, None, None, None, 0x4890970bb23fcdf624a0557845a29366033e6fa2,
address.dapp.convex_17, None, None, None, 0xa3c5a1e09150b75ff251c1a7815a07182c3de2fb,
address.dapp.convex_18, None, None, None, 0x947b7742c403f20e5faccdac5e092c943e7d0277,
address.dapp.convex_19, None, None, None, 0x1389388d01708118b497f59521f6943be2541bb7,
