id,value
id_158,9.980079395153094
id_159,18.533343311321524
id_160,40.89292337069733
id_161,17.4510461793155
id_162,11.763684736560654
id_163,7.391568594381297
id_164,50.77202476931277
id_165,29.21520178662252
id_166,-0.393313334964591
id_167,15.004678983707942
id_168,62.112428909703866
id_169,13.680598316312082
id_170,64.45569402787976
id_171,39.97322245369213
id_172,25.60478139800543
id_173,19.964115744514608
id_174,61.40507973464257
id_175,24.22470249807456
id_176,20.868638426241127
id_177,36.87619374538624
id_178,11.346168438716118
id_179,29.74344738345426
id_180,17.079309726088674
id_181,12.459781444713052
id_182,54.61968046027652
id_183,45.45550816112218
id_184,17.875872974267644
id_185,35.42576446837641
id_186,26.97115784223711
id_187,70.61398142997956
id_188,9.90800857216388
id_189,56.353198044328664
id_190,37.79450797378679
id_191,16.327282514267413
id_192,29.310563784301777
id_193,0.5646297172337984
id_194,19.161946545251425
id_195,1.912032570206077
id_196,34.02515634956508
id_197,10.803626207067527
id_198,19.40934102595871
id_199,62.937341420117015
id_200,23.61192359142624
id_201,21.896845162916442
id_202,64.85061721171991
id_203,11.755109459256206
id_204,9.276561413201671
id_205,11.522469598581212
id_206,9.008962853736561
id_207,2.581374173278735
id_208,122.73933910591279
id_209,19.44552771808001
id_210,14.807016866210295
id_211,14.176308827640616
id_212,36.58148093948038
id_213,35.80671415869015
id_214,20.108412506076693
id_215,33.813440177086775
id_216,75.9946531315141
id_217,0.9789917148068419
id_218,13.007596520190454
id_219,33.04318785952917
id_220,16.12428933075818
id_221,12.31070836997629
id_222,113.96648885469337
id_223,11.946054591405751
id_224,16.586291637479462
id_225,60.52281096783318
id_226,16.424509236297943
id_227,19.725050600863526
id_228,9.481704426161336
id_229,10.442438505385724
id_230,43.562366072045194
id_231,14.684387520754534
id_232,51.687761938132184
id_233,41.69688165893651
id_234,24.219908124922657
id_235,42.27141714767198
id_236,68.13391334746933
id_237,41.34481396942137
id_238,13.159372376575984
id_239,15.50314875931873
